Formatted Date,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2011-07-23,18.8,18.8,0.87,7.7,105.0,9.8,1008.6
2011-07-24,20.1,20.1,0.81,4.7,196.0,10.2,1005.0
2011-07-25,16.6,16.6,0.92,10.1,294.0,10.8,1007.3
2011-07-26,17.7,17.7,0.84,5.4,209.0,11.4,1013.1
2011-07-27,19.7,19.7,0.79,7.2,206.0,11.2,1017.5
2011-07-28,20.7,20.7,0.79,8.4,116.0,10.8,1014.3
2011-07-29,19.3,19.3,0.89,4.8,228.0,8.1,1010.3
2011-07-30,19.3,19.3,0.78,15.3,282.0,11.3,1009.3
2011-07-31,17.3,17.3,0.8,11.7,275.0,12.7,1012.0
2011-08-01,18.8,18.8,0.8,9.8,286.0,12.0,1013.2
2011-08-02,19.9,19.9,0.86,4.4,262.0,9.7,1016.4
2011-08-03,22.4,22.5,0.72,5.2,134.0,9.8,1017.3
2011-08-04,22.5,22.5,0.66,9.0,54.0,12.1,1014.6
2011-08-05,21.5,21.7,0.76,6.8,105.0,11.5,1015.2
2011-08-06,23.2,23.4,0.71,10.9,144.0,10.4,
2011-08-07,25.9,26.6,0.67,13.4,168.0,11.9,1009.6
2011-08-08,,26.0,0.68,12.8,220.0,10.7,1009.0
2011-08-09,19.3,19.3,0.71,12.6,306.0,12.1,1015.7
2011-08-10,18.4,18.4,0.61,18.0,312.0,11.9,1018.4
2011-08-11,17.4,17.4,0.63,7.9,278.0,11.7,1019.3
2011-08-12,19.7,19.7,0.67,4.7,146.0,11.6,1014.1
2011-08-13,22.0,21.9,0.66,5.7,194.0,11.7,1011.2
2011-08-14,22.7,22.7,0.68,4.6,235.0,11.8,1011.6
2011-08-15,24.3,24.0,0.63,5.5,179.0,11.0,1012.1
2011-08-16,22.7,22.7,0.68,11.9,299.0,12.3,1015.6
2011-08-17,22.6,22.6,0.65,7.8,197.0,12.0,1017.4
2011-08-18,23.0,22.7,,4.4,135.0,11.4,1018.2
2011-08-19,25.4,25.0,0.56,7.7,173.0,11.4,1016.9
2011-08-20,23.6,23.5,0.63,13.3,316.0,12.4,1019.8
2011-08-21,21.2,20.7,0.6,3.4,213.0,11.9,1020.5
2011-08-22,23.9,23.5,0.59,2.9,143.0,11.8,1019.0
2011-08-23,26.8,26.6,0.54,5.1,136.0,11.6,1018.1
2011-08-24,27.6,27.6,0.56,5.9,114.0,12.4,888.0
2011-08-25,28.2,28.2,0.55,4.8,158.0,11.1,1013.7
2011-08-26,28.9,29.0,0.47,17.8,153.0,11.4,1014.5
2011-08-27,26.0,25.6,0.45,19.0,143.0,11.8,1013.5
2011-08-28,22.0,21.8,0.58,7.2,264.0,11.9,1017.6
2011-08-29,21.9,21.5,0.59,7.2,190.0,11.7,1013.8
2011-08-30,23.0,22.5,0.52,6.8,272.0,11.8,1010.8
2011-08-31,21.1,20.9,0.53,8.7,266.0,12.4,1013.1
2011-09-01,22.7,22.3,0.55,6.1,174.0,11.6,1013.6
2011-09-02,21.2,21.1,0.72,6.0,264.0,11.9,1014.4
2011-09-03,22.0,21.7,0.61,4.5,220.0,11.9,1016.0
2011-09-04,23.7,23.3,0.49,8.4,133.0,12.2,1015.4
2011-09-05,25.4,25.2,0.54,11.1,190.0,11.1,1014.1
2011-09-06,19.5,19.5,0.7,12.5,234.0,12.3,1020.1
2011-09-07,19.1,19.1,0.69,4.7,250.0,11.5,1014.9
2011-09-08,17.7,17.7,0.68,8.7,324.0,11.9,1012.3
2011-09-09,18.2,18.2,0.68,12.8,276.0,11.8,1014.7
2011-09-10,21.5,21.3,0.6,7.1,143.0,11.8,1017.6
2011-09-11,23.8,23.5,0.56,7.0,165.0,11.9,1015.1
2011-09-12,22.6,22.5,0.59,10.0,249.0,11.9,929.0
2011-09-13,21.8,21.4,0.57,6.4,241.0,12.1,1015.5
2011-09-14,23.5,23.1,0.55,6.6,205.0,11.9,1014.1
2011-09-15,20.1,20.1,0.56,11.0,283.0,12.1,1018.0
2011-09-16,18.5,18.5,0.55,6.1,146.0,12.1,1019.0
2011-09-17,20.5,20.4,0.54,7.6,67.0,11.6,1016.6
2011-09-18,23.8,23.6,0.49,15.2,134.0,11.9,1009.1
2011-09-19,24.2,23.8,0.53,20.8,144.0,11.2,1007.4
2011-09-20,17.1,17.1,0.89,9.0,229.0,8.8,1015.9
2011-09-21,18.8,18.8,0.77,10.9,298.0,11.3,1017.0
2011-09-22,18.2,18.2,0.76,6.5,297.0,8.4,1017.2
2011-09-23,17.1,17.1,0.65,11.0,308.0,10.4,1016.9
2011-09-24,15.8,15.7,0.62,9.1,256.0,11.9,1018.6
2011-09-25,16.1,16.1,0.58,5.9,86.0,11.9,1022.6
2011-09-26,17.8,17.7,0.61,5.5,88.0,11.8,1025.1
2011-09-27,18.2,18.1,0.62,4.2,218.0,11.8,1027.0
2011-09-28,18.5,18.4,0.55,11.3,94.0,11.1,1026.7
2011-09-29,16.6,16.6,0.48,12.0,192.0,12.1,1026.6
2011-09-30,16.8,16.8,0.61,9.3,226.0,11.9,1026.3
2011-10-01,17.7,17.6,0.62,7.1,265.0,11.9,1024.8
2011-10-02,16.4,16.4,0.64,8.4,180.0,12.1,1022.8
2011-10-03,15.2,15.2,0.61,3.4,122.0,11.9,1023.3
2011-10-04,16.4,16.3,0.62,3.9,236.0,11.1,1021.3
2011-10-05,17.8,17.8,0.62,8.1,295.0,11.8,1020.7
2011-10-06,17.2,17.2,0.64,7.0,202.0,11.2,1017.2
2011-10-07,13.2,12.3,0.71,18.7,258.0,11.2,1007.5
2011-10-08,9.8,8.7,0.71,12.7,290.0,12.5,1010.7
2011-10-09,8.5,6.8,0.79,15.4,305.0,12.3,1013.6
2011-10-10,8.0,7.1,0.71,8.5,288.0,12.3,976.6
2011-10-11,12.2,11.8,0.87,6.7,230.0,10.5,1017.6
2011-10-12,15.1,15.1,0.72,14.4,294.0,12.3,1015.9
2011-10-13,10.2,9.3,0.73,9.9,316.0,12.0,1021.9
2011-10-14,6.3,4.9,0.73,10.3,135.0,12.5,1029.3
2011-10-15,6.2,4.3,0.66,11.5,240.0,11.5,1030.8
2011-10-16,4.9,2.4,0.58,13.9,94.0,12.2,1031.6
2011-10-17,3.2,2.3,0.6,6.5,146.0,11.1,1027.9
2011-10-18,4.5,3.8,0.53,5.7,196.0,10.1,1023.3
2011-10-19,11.2,10.1,0.54,14.8,182.0,10.3,1019.5
2011-10-20,10.5,9.7,0.74,13.4,234.0,10.8,1020.5
2011-10-21,7.0,5.3,0.85,11.2,251.0,11.2,1026.3
2011-10-22,6.4,5.2,0.85,7.0,140.0,9.2,1027.0
2011-10-23,9.4,8.6,0.96,9.0,71.0,2.3,1024.5
2011-10-24,9.3,8.0,0.91,10.7,112.0,4.9,1022.4
2011-10-25,9.8,8.2,0.76,20.4,137.0,10.8,1021.0
2011-10-26,10.6,9.1,0.67,18.9,132.0,11.8,1022.6
2011-10-27,10.1,8.4,0.62,18.6,134.0,12.0,1025.4
2011-10-28,8.7,7.4,0.66,11.4,133.0,12.0,1029.0
2011-10-29,7.6,7.4,0.71,4.4,100.0,10.8,1029.3
2011-10-30,8.0,7.6,0.68,5.4,94.0,8.4,1026.4
2011-10-31,7.6,7.5,0.71,3.6,118.0,7.5,1024.0
2011-11-01,6.5,6.4,0.75,2.1,95.0,4.6,1023.2
2011-11-02,6.1,6.0,0.76,5.6,111.0,4.2,1023.1
2011-11-03,5.4,4.9,0.81,5.8,182.0,3.7,1020.3
2011-11-04,7.8,6.2,0.72,13.0,148.0,7.6,1018.5
2011-11-05,10.4,9.3,0.62,12.7,141.0,10.8,1018.6
2011-11-06,10.1,8.7,0.62,15.4,134.0,11.7,1022.2
2011-11-07,9.5,7.8,0.69,19.0,143.0,11.8,1026.5
2011-11-08,9.0,8.0,0.71,11.0,122.0,11.0,1027.4
2011-11-09,6.7,6.3,0.75,3.5,253.0,6.3,1023.9
2011-11-10,4.5,2.6,0.74,10.0,122.0,7.9,1022.8
2011-11-11,,0.7,0.73,8.0,49.0,10.4,1031.7
2011-11-12,1.9,1.3,0.69,4.3,209.0,8.4,1037.3
2011-11-13,-0.0,-0.4,0.76,2.6,188.0,5.3,1036.9
2011-11-14,0.7,0.6,0.77,3.4,158.0,4.6,1030.7
2011-11-15,0.8,0.4,0.76,3.1,146.0,4.4,1024.8
2011-11-16,-0.4,-2.0,0.8,6.8,214.0,5.1,1026.5
2011-11-17,-1.1,-1.3,0.85,2.3,197.0,3.2,1028.7
2011-11-18,-1.1,-2.1,0.88,4.9,242.0,1.7,1027.8
2011-11-19,1.6,0.8,0.84,4.7,204.0,3.7,1027.8
2011-11-20,1.4,0.9,0.77,3.7,137.0,5.1,1028.8
2011-11-21,-0.5,-1.6,0.82,4.8,132.0,6.2,1028.1
2011-11-22,-1.5,-2.7,0.86,5.2,102.0,5.5,1027.5
2011-11-23,-2.1,-4.0,0.87,6.2,152.0,3.7,1032.0
2011-11-24,-2.3,-3.4,0.93,4.9,57.0,1.3,1037.2
2011-11-25,-0.6,-0.9,0.93,3.7,121.0,2.4,1035.4
2011-11-26,-0.0,-1.7,0.91,6.4,224.0,3.1,1032.5
2011-11-27,1.1,-1.9,0.89,11.6,190.0,5.9,1028.1
2011-11-28,2.0,-0.1,0.85,8.9,196.0,4.4,1029.2
2011-11-29,-1.6,-4.2,0.96,7.6,56.0,0.3,1031.2
2011-11-30,-2.5,-3.7,0.96,4.8,270.0,0.8,1030.8
2011-12-01,-1.7,-3.0,0.95,4.7,140.0,2.3,1030.8
2011-12-02,-1.0,-3.9,0.95,8.6,165.0,0.7,1023.5
2011-12-03,4.9,4.1,0.93,5.8,122.0,3.5,1018.8
2011-12-04,8.8,7.3,0.85,11.9,193.0,10.9,1012.3
2011-12-05,8.9,7.3,0.78,19.0,243.0,12.2,1006.4
2011-12-06,3.1,1.5,0.8,7.8,222.0,9.2,1014.3
2011-12-07,1.6,-0.8,0.89,9.8,185.0,5.3,1014.4
2011-12-08,4.9,1.0,0.66,21.5,279.0,11.5,1019.3
2011-12-09,3.2,0.1,0.76,13.6,173.0,11.6,1021.3
2011-12-10,7.3,5.9,0.82,9.9,193.0,9.9,1016.4
2011-12-11,5.5,4.5,0.74,6.6,161.0,11.0,1022.1
2011-12-12,7.6,5.5,0.85,15.4,146.0,11.6,1016.5
2011-12-13,6.1,4.4,0.92,8.7,216.0,6.3,1016.6
2011-12-14,5.6,3.0,0.95,12.7,158.0,2.5,1018.0
2011-12-15,7.1,6.1,0.93,7.1,176.0,4.8,1013.1
2011-12-16,6.9,3.3,0.81,23.3,201.0,9.8,1003.5
2011-12-17,4.4,0.0,0.83,24.2,264.0,11.8,994.7
2011-12-18,2.1,-0.9,0.78,11.0,206.0,12.0,1013.4
2011-12-19,0.2,-3.9,0.88,14.0,40.0,7.3,1015.7
2011-12-20,-1.1,-4.5,0.91,10.6,286.0,7.8,1013.5
2011-12-21,-2.9,-6.0,0.86,9.4,227.0,10.0,1016.4
2011-12-22,-0.2,-2.6,0.9,8.2,288.0,6.3,1021.8
2011-12-23,-1.7,-4.9,0.93,9.2,263.0,4.7,1026.0
2011-12-24,-0.1,-2.8,0.88,9.5,180.0,5.9,1022.2
2011-12-25,1.2,-1.2,0.89,9.2,316.0,7.8,1030.9
2011-12-26,-0.2,-1.5,0.92,5.8,183.0,6.1,1038.9
2011-12-27,2.1,0.2,0.91,7.4,197.0,7.4,1039.4
2011-12-28,3.1,2.7,0.93,4.0,192.0,4.5,1033.6
2011-12-29,2.0,0.8,0.88,5.7,210.0,5.4,1023.4
2011-12-30,1.1,-1.2,0.92,7.8,194.0,3.8,1014.0
2011-12-31,1.1,-1.1,0.83,8.8,266.0,9.9,1017.1
2012-01-01,0.3,-2.4,0.83,9.1,172.0,7.8,1022.9
2012-01-02,3.5,0.5,0.8,11.8,162.0,9.2,1020.7
2012-01-03,5.1,3.4,0.84,9.0,246.0,9.6,1023.7
2012-01-04,4.0,1.2,0.88,12.2,217.0,6.5,1018.4
2012-01-05,4.2,0.8,0.74,16.7,209.0,12.2,1005.4
2012-01-06,3.9,-0.2,0.73,21.2,309.0,12.3,957.8
2012-01-07,1.4,-2.2,0.7,16.2,269.0,11.7,1015.2
2012-01-08,2.2,-0.0,0.93,8.9,179.0,5.1,1013.1
2012-01-09,2.5,0.3,0.88,9.3,268.0,10.4,1020.5
2012-01-10,1.2,-1.0,0.92,8.0,231.0,9.8,1025.8
2012-01-11,3.3,1.5,0.85,8.0,281.0,11.0,1030.5
2012-01-12,4.2,1.5,0.83,11.1,243.0,11.4,1026.6
2012-01-13,2.9,-1.2,0.73,20.2,270.0,11.3,1016.5
2012-01-14,,-3.9,0.69,24.3,294.0,12.3,1015.6
2012-01-15,-0.6,-5.7,0.65,18.9,307.0,12.3,1017.6
2012-01-16,-2.9,-4.7,0.74,5.9,258.0,12.6,1023.6
2012-01-17,-1.8,-5.5,0.86,10.7,243.0,7.5,1024.5
2012-01-18,-1.6,-3.5,0.92,6.6,175.0,3.2,1030.9
2012-01-19,,-3.5,0.88,12.5,191.0,7.2,
2012-01-20,,1.2,0.86,14.0,252.0,9.3,
2012-01-21,,-2.5,0.76,15.7,273.0,12.2,
2012-01-22,,1.1,0.72,18.7,252.0,10.8,
2012-01-23,,2.9,0.73,15.5,244.0,12.5,
2012-01-24,,1.8,0.88,8.6,188.0,12.5,
2012-01-25,,-4.6,0.71,25.5,33.0,12.0,
2012-01-26,-0.6,-5.3,0.88,16.0,269.0,7.1,
2012-01-27,-2.0,-4.6,0.78,8.3,217.0,7.1,1028.4
2012-01-28,-1.4,-4.6,0.76,10.6,156.0,8.5,1032.1
2012-01-29,-2.7,-4.8,0.74,7.0,120.0,10.1,1032.5
2012-01-30,-5.6,-7.7,0.76,6.0,136.0,7.3,1033.0
2012-01-31,-6.4,-9.0,0.74,7.1,64.0,10.0,1030.8
2012-02-01,-6.4,-9.8,0.61,8.6,120.0,10.5,1027.5
2012-02-02,-9.9,-14.5,0.57,9.7,87.0,11.7,1028.7
2012-02-03,-11.2,-18.8,0.68,17.9,19.0,5.7,1028.9
2012-02-04,-10.8,-17.4,0.85,14.4,69.0,3.1,1027.2
2012-02-05,-12.4,-15.6,0.76,6.5,180.0,8.2,988.4
2012-02-06,-11.2,-17.7,0.8,13.6,187.0,4.8,1027.6
2012-02-07,-9.2,-13.8,0.8,11.0,153.0,5.4,1024.0
2012-02-08,-15.3,-17.6,0.64,5.9,170.0,4.7,1035.2
2012-02-09,-15.4,-18.0,0.63,6.6,189.0,5.4,1031.1
2012-02-10,-16.0,-17.8,0.75,4.8,194.0,2.2,1033.8
2012-02-11,-12.8,-16.7,0.7,7.5,146.0,5.5,1029.9
2012-02-12,-8.6,-12.1,0.78,8.1,172.0,5.3,1027.3
2012-02-13,-6.5,-8.7,0.83,5.8,226.0,4.6,1020.3
2012-02-14,-8.8,-11.3,0.8,6.7,197.0,5.0,1016.2
2012-02-15,-4.5,-10.7,0.82,20.5,218.0,8.4,1004.6
2012-02-16,-0.7,-6.4,0.67,24.5,316.0,12.1,1010.4
2012-02-17,-4.1,-7.2,0.9,9.6,231.0,6.7,1019.5
2012-02-18,1.5,-1.0,0.82,9.8,213.0,9.9,1020.4
2012-02-19,0.3,-3.6,0.85,14.4,150.0,7.3,1021.1
2012-02-20,1.0,-1.9,0.9,10.3,155.0,4.7,1029.3
2012-02-21,-0.6,-2.6,0.75,7.6,197.0,6.2,1033.9
2012-02-22,-4.2,-6.0,0.88,5.9,175.0,2.6,1032.8
2012-02-23,-4.4,-8.3,,11.5,192.0,1.5,1025.9
2012-02-24,4.1,0.7,0.8,14.7,261.0,10.6,1020.4
2012-02-25,6.5,3.7,0.72,20.1,288.0,11.5,1016.3
2012-02-26,4.4,0.7,0.7,18.5,304.0,12.3,1013.8
2012-02-27,1.4,-2.4,0.58,14.2,262.0,12.6,1020.9
2012-02-28,-1.3,-4.7,0.81,10.4,236.0,8.8,1020.7
2012-02-29,6.2,4.0,0.79,16.5,158.0,10.4,1014.1
2012-03-01,5.0,3.7,0.73,7.1,215.0,12.0,1024.3
2012-03-02,8.9,7.5,0.78,13.9,276.0,11.8,1020.6
2012-03-03,4.7,3.6,0.7,7.1,275.0,11.3,1024.1
2012-03-04,2.8,0.6,0.58,9.9,73.0,11.6,1023.9
2012-03-05,1.5,-1.5,0.55,12.0,47.0,12.0,1021.7
2012-03-06,-0.6,-3.7,0.57,11.9,99.0,10.5,1025.8
2012-03-07,-1.4,-4.7,0.49,9.5,83.0,12.0,1030.0
2012-03-08,0.7,-1.7,0.57,8.2,114.0,11.3,1025.0
2012-03-09,1.8,1.2,0.64,4.5,230.0,10.3,1034.5
2012-03-10,2.2,1.9,0.65,3.7,147.0,7.5,1034.1
2012-03-11,3.7,1.1,0.73,17.2,260.0,9.9,
2012-03-12,4.6,2.3,0.48,14.5,139.0,12.0,1019.9
2012-03-13,6.6,6.0,0.57,6.1,181.0,12.0,1025.0
2012-03-14,7.7,5.9,0.66,13.9,289.0,11.4,1024.3
2012-03-15,6.9,5.4,0.64,10.8,216.0,12.3,1028.0
2012-03-16,8.6,8.0,0.47,8.6,182.0,12.0,1028.3
2012-03-17,,10.6,0.45,11.9,178.0,11.5,938.8
2012-03-18,13.4,12.5,0.42,15.0,207.0,11.7,978.1
2012-03-19,13.2,12.4,0.55,16.5,279.0,12.0,1023.9
2012-03-20,10.7,10.1,0.47,8.5,250.0,12.0,1033.3
2012-03-21,10.9,10.8,0.44,8.6,290.0,12.0,1033.6
2012-03-22,12.0,12.0,0.46,2.7,133.0,12.0,1030.6
2012-03-23,12.7,12.6,0.48,3.4,120.0,11.3,1025.7
2012-03-24,12.8,12.8,0.5,5.1,100.0,11.7,1022.8
2012-03-25,13.6,13.5,0.44,11.5,263.0,12.0,1021.7
2012-03-26,10.1,8.9,0.3,17.2,96.0,12.0,1026.8
2012-03-27,9.1,8.6,0.36,13.7,279.0,12.0,1025.0
2012-03-28,11.8,11.3,0.44,9.5,236.0,11.3,1021.7
2012-03-29,14.1,13.8,0.4,24.4,288.0,12.4,1010.9
2012-03-30,10.1,7.9,0.58,30.7,291.0,11.8,1007.3
2012-03-31,12.4,11.2,0.54,22.7,300.0,12.6,1003.9
2012-04-01,5.8,2.1,0.43,22.6,299.0,12.1,1011.9
2012-04-02,7.9,6.5,0.38,16.3,201.0,12.0,1013.6
2012-04-03,12.2,11.3,0.5,14.6,194.0,12.0,1010.4
2012-04-04,16.7,16.6,0.56,10.2,186.0,12.0,967.9
2012-04-05,17.2,17.0,0.58,8.0,149.0,12.0,1009.2
2012-04-06,15.0,15.0,0.7,16.9,206.0,11.2,1005.2
2012-04-07,11.6,11.2,0.8,10.1,247.0,10.0,1002.6
2012-04-08,6.5,2.4,0.57,26.2,258.0,12.1,1003.1
2012-04-09,3.1,0.9,0.61,11.0,215.0,11.9,1012.2
2012-04-10,5.9,4.9,0.54,9.7,154.0,9.4,1013.3
2012-04-11,11.9,10.9,0.49,13.3,162.0,11.8,1004.3
2012-04-12,11.6,11.2,0.63,16.0,208.0,12.6,1003.5
2012-04-13,12.7,12.5,0.58,8.9,109.0,12.2,1003.8
2012-04-14,11.4,10.9,0.93,8.8,73.0,8.8,995.5
2012-04-15,13.6,13.6,0.77,10.8,285.0,9.8,996.6
2012-04-16,12.6,12.2,0.72,12.5,287.0,11.6,1004.6
2012-04-17,7.6,4.9,0.9,16.9,143.0,8.7,1007.0
2012-04-18,8.2,6.9,0.89,8.2,163.0,8.7,1001.5
2012-04-19,10.0,9.5,0.83,9.9,197.0,7.3,998.9
2012-04-20,12.9,12.6,0.7,9.6,164.0,9.7,999.7
2012-04-21,12.3,11.8,0.8,12.3,204.0,12.5,1005.9
2012-04-22,12.9,12.3,0.75,12.8,197.0,12.4,1009.9
2012-04-23,13.1,12.9,0.79,9.6,219.0,11.4,
2012-04-24,15.2,14.9,0.73,17.5,188.0,12.3,1006.8
2012-04-25,12.0,11.6,0.75,11.5,281.0,12.6,1010.8
2012-04-26,15.7,15.2,0.6,14.4,174.0,11.4,932.3
2012-04-27,18.5,18.5,0.54,9.2,134.0,12.0,1019.2
2012-04-28,20.6,20.5,0.54,9.1,127.0,12.0,1022.1
2012-04-29,21.3,21.0,0.43,18.5,150.0,12.0,1018.9
2012-04-30,21.6,21.3,0.47,9.4,130.0,11.9,1016.0
2012-05-01,21.9,21.5,0.49,6.0,112.0,12.2,
2012-05-02,22.4,22.0,0.53,5.9,122.0,12.0,1012.1
2012-05-03,22.7,22.5,0.5,9.9,194.0,11.2,1007.2
2012-05-04,17.9,17.9,0.74,11.0,242.0,11.9,1006.6
2012-05-05,17.8,17.8,0.64,11.2,199.0,12.0,1008.5
2012-05-06,19.6,19.6,0.49,12.8,226.0,12.0,1011.6
2012-05-07,16.0,16.0,0.81,10.4,265.0,12.6,971.4
2012-05-08,14.3,14.3,0.79,8.8,193.0,11.7,1017.9
2012-05-09,16.4,16.4,0.68,6.1,98.0,11.2,1020.9
2012-05-10,18.4,18.4,0.62,5.5,85.0,12.1,1024.6
2012-05-11,20.8,20.6,0.58,3.9,170.0,12.0,1024.8
2012-05-12,22.2,21.9,0.56,11.5,244.0,10.5,1018.5
2012-05-13,11.0,10.0,0.76,18.3,166.0,11.1,1021.5
2012-05-14,9.8,8.4,0.86,12.5,44.0,11.6,1014.8
2012-05-15,11.9,11.5,0.89,10.0,189.0,11.9,1009.4
2012-05-16,13.7,13.7,0.75,16.6,230.0,11.9,1007.4
2012-05-17,11.5,11.3,0.72,14.6,225.0,12.5,1014.4
2012-05-18,13.0,12.6,0.63,9.4,88.0,12.3,1018.4
2012-05-19,16.2,16.2,0.68,4.1,117.0,11.5,1017.1
2012-05-20,19.8,19.8,0.62,7.1,187.0,12.1,1013.3
2012-05-21,21.1,21.1,,18.4,139.0,12.1,1008.8
2012-05-22,16.8,16.8,0.87,9.1,133.0,12.1,1005.7
2012-05-23,18.3,18.3,0.84,6.5,191.0,10.5,1009.5
2012-05-24,20.2,20.2,0.69,22.2,34.0,12.6,801.4
2012-05-25,17.7,17.7,0.56,20.2,55.0,12.0,973.3
2012-05-26,14.6,14.3,0.67,14.1,202.0,12.4,1016.9
2012-05-27,15.9,15.9,0.62,11.3,126.0,12.2,1015.8
2012-05-28,15.4,15.3,0.67,9.3,227.0,12.3,1012.1
2012-05-29,15.7,15.7,0.73,8.2,236.0,11.8,547.5
2012-05-30,18.9,18.9,0.64,8.9,246.0,11.0,844.9
2012-05-31,20.1,20.1,0.61,8.7,293.0,12.0,1016.0
2012-06-01,18.4,18.4,0.69,13.3,251.0,12.4,1013.0
2012-06-02,18.0,18.0,0.66,8.6,214.0,12.4,1016.5
2012-06-03,22.5,22.6,0.66,13.2,202.0,12.2,1012.4
2012-06-04,22.6,22.5,0.63,11.6,217.0,11.8,1008.4
2012-06-05,16.0,16.0,0.76,18.8,309.0,12.3,1009.6
2012-06-06,15.8,15.5,0.66,9.3,250.0,12.4,1013.4
2012-06-07,20.4,20.3,0.65,8.6,190.0,12.2,1011.5
2012-06-08,23.5,23.6,0.64,12.1,212.0,12.0,1010.8
2012-06-09,25.4,25.5,0.61,7.5,167.0,11.8,1012.7
2012-06-10,22.9,23.1,0.7,9.8,141.0,12.3,1009.8
2012-06-11,20.2,20.2,0.8,8.9,210.0,12.4,1005.9
2012-06-12,19.1,19.1,,11.3,213.0,12.0,1005.0
2012-06-13,18.6,18.6,0.74,15.3,253.0,10.9,672.6
2012-06-14,18.5,18.5,0.68,9.6,283.0,11.3,339.2
2012-06-15,20.4,20.3,0.62,4.3,185.0,11.1,851.0
2012-06-16,22.6,22.4,0.57,7.3,144.0,12.3,1022.0
2012-06-17,24.8,24.6,0.57,8.3,106.0,11.9,1020.3
2012-06-18,25.5,25.4,0.58,8.8,125.0,11.9,1018.7
2012-06-19,26.5,26.5,0.56,8.8,123.0,11.4,678.3
2012-06-20,27.4,27.2,0.51,11.9,150.0,10.7,337.9
2012-06-21,28.0,28.0,0.47,13.3,167.0,10.7,336.5
2012-06-22,24.8,25.1,0.62,13.1,214.0,12.3,591.5
2012-06-23,24.4,24.1,0.53,12.9,63.0,12.0,1019.6
2012-06-24,23.7,23.3,0.53,8.0,149.0,11.9,1017.8
2012-06-25,21.6,21.6,0.69,11.5,194.0,12.3,1012.8
2012-06-26,19.1,19.1,0.56,15.0,302.0,12.0,1018.3
2012-06-27,19.3,19.3,0.53,9.4,279.0,11.9,1019.0
2012-06-28,22.4,22.3,0.57,7.6,217.0,12.0,1015.1
2012-06-29,26.0,25.7,0.53,5.8,134.0,11.9,1014.1
2012-06-30,28.3,27.9,0.48,8.5,159.0,12.2,1014.6
2012-07-01,29.3,29.4,0.48,8.7,120.0,11.9,1014.7
2012-07-02,29.0,29.1,0.49,11.0,146.0,11.9,1016.4
2012-07-03,28.3,27.7,0.43,14.6,151.0,11.9,1014.5
2012-07-04,27.9,27.4,0.44,5.7,125.0,11.9,1011.6
2012-07-05,28.6,28.2,0.45,6.7,147.0,11.4,968.3
2012-07-06,29.1,29.2,0.46,12.2,133.0,11.8,1010.2
2012-07-07,27.9,28.0,0.54,4.2,125.0,12.2,1010.9
2012-07-08,29.1,29.4,0.52,7.5,230.0,12.0,1009.7
2012-07-09,27.7,27.6,0.5,12.4,207.0,11.8,883.8
2012-07-10,25.8,25.8,0.55,8.6,176.0,11.7,969.8
2012-07-11,25.9,25.9,0.56,7.1,176.0,11.1,759.5
2012-07-12,22.2,22.1,,12.5,255.0,11.8,971.2
2012-07-13,22.8,22.6,0.56,9.4,212.0,12.0,801.5
2012-07-14,24.9,24.7,0.56,8.2,235.0,12.2,1009.9
2012-07-15,21.5,21.5,0.6,14.9,189.0,12.0,1012.3
2012-07-16,19.6,19.6,0.57,19.0,312.0,12.0,1019.7
2012-07-17,20.6,20.6,0.47,14.9,317.0,11.9,1021.6
2012-07-18,21.0,20.9,0.54,11.2,277.0,12.1,1019.4
2012-07-19,24.4,23.9,0.46,14.4,182.0,11.9,1013.4
2012-07-20,25.1,24.7,0.49,11.8,141.0,11.9,1012.9
2012-07-21,23.1,23.0,0.52,19.8,210.0,11.9,1013.0
2012-07-22,19.3,19.3,0.71,16.1,163.0,12.6,1018.6
2012-07-23,22.3,22.3,0.57,19.4,27.0,11.9,1020.7
2012-07-24,20.9,20.9,0.77,12.0,90.0,10.0,1018.0
2012-07-25,21.6,21.6,0.86,6.2,89.0,9.9,1014.1
2012-07-26,21.8,21.8,0.86,6.5,210.0,9.4,1014.1
2012-07-27,23.3,23.7,0.76,5.5,212.0,10.0,1013.5
2012-07-28,25.8,26.1,0.66,4.0,152.0,10.9,1011.9
2012-07-29,24.8,25.2,0.67,11.9,147.0,11.7,1010.7
2012-07-30,23.9,24.1,0.68,10.1,242.0,12.1,1014.6
2012-07-31,24.1,24.0,0.61,13.0,298.0,11.3,1015.8
2012-08-01,25.0,24.7,0.56,9.0,190.0,11.9,1015.2
2012-08-02,25.5,25.7,0.63,3.6,81.0,12.2,1014.4
2012-08-03,26.0,26.3,0.62,4.3,214.0,12.0,1013.4
2012-08-04,27.0,27.2,0.58,6.0,206.0,12.0,1013.5
2012-08-05,28.8,28.8,0.51,9.4,133.0,12.1,970.2
2012-08-06,30.0,29.7,0.45,10.0,199.0,11.8,1012.2
2012-08-07,25.6,25.2,0.44,18.5,315.0,11.6,1018.1
2012-08-08,23.8,23.3,0.45,13.6,263.0,11.9,1019.8
2012-08-09,23.3,23.0,0.43,13.1,288.0,11.9,1019.6
2012-08-10,21.4,21.3,0.44,12.7,200.0,11.7,1018.7
2012-08-11,18.7,18.7,0.53,12.8,216.0,11.7,1016.4
